backbone,benchmark,target_id,seed,permutation,condition,p_at_l5
ESM2-35M,casp14,T1030-D2,0,perm3,pert35m_p3,0.1739
ESM2-35M,casp14,T1031-D1,0,perm3,pert35m_p3,0.2105
ESM2-35M,casp14,T1032-D1,0,perm3,pert35m_p3,0.1765
ESM2-35M,casp14,T1033-D1,0,perm3,pert35m_p3,0.2000
ESM2-35M,casp14,T1034-D1,0,perm3,pert35m_p3,0.0968
ESM2-35M,casp14,T1038-D1,0,perm3,pert35m_p3,0.2727
ESM2-35M,casp14,T1038-D2,0,perm3,pert35m_p3,0.7333
ESM2-35M,casp14,T1039-D1,0,perm3,pert35m_p3,0.1250
ESM2-35M,casp14,T1046s1-D1,0,perm3,pert35m_p3,0.5000
ESM2-35M,casp14,T1046s2-D1,0,perm3,pert35m_p3,0.6071
ESM2-35M,casp14,T1049-D1,0,perm3,pert35m_p3,0.0370
ESM2-35M,casp14,T1050-D1,0,perm3,pert35m_p3,0.8281
ESM2-35M,casp14,T1050-D2,0,perm3,pert35m_p3,0.8254
ESM2-35M,casp14,T1050-D3,0,perm3,pert35m_p3,0.8000
ESM2-35M,casp14,T1054-D1,0,perm3,pert35m_p3,0.7500
ESM2-35M,casp14,T1056-D1,0,perm3,pert35m_p3,0.7273
ESM2-35M,casp14,T1057-D1,0,perm3,pert35m_p3,0.7660
ESM2-35M,casp14,T1064-D1,0,perm3,pert35m_p3,0.0667
ESM2-35M,casp14,T1067-D1,0,perm3,pert35m_p3,0.3864
ESM2-35M,casp14,T1070-D2,0,perm3,pert35m_p3,0.2500
ESM2-35M,casp14,T1073-D1,0,perm3,pert35m_p3,0.2727
ESM2-35M,casp14,T1079-D1,0,perm3,pert35m_p3,0.2000
ESM2-35M,casp14,T1082-D1,0,perm3,pert35m_p3,0.1429
ESM2-35M,casp14,T1089-D1,0,perm3,pert35m_p3,0.9054
ESM2-35M,casp14,T1090-D1,0,perm3,pert35m_p3,0.4103
ESM2-35M,casp14,T1099-D1,0,perm3,pert35m_p3,0.1143
ESM2-35M,casp14,T1024-D1,1,perm3,pert35m_p3,0.6053
ESM2-35M,casp14,T1024-D2,1,perm3,pert35m_p3,0.6667
ESM2-35M,casp14,T1025-D1,1,perm3,pert35m_p3,0.9216
ESM2-35M,casp14,T1026-D1,1,perm3,pert35m_p3,0.1379
ESM2-35M,casp14,T1030-D1,1,perm3,pert35m_p3,0.4333
ESM2-35M,casp14,T1030-D2,1,perm3,pert35m_p3,0.1304
ESM2-35M,casp14,T1031-D1,1,perm3,pert35m_p3,0.3684
ESM2-35M,casp14,T1032-D1,1,perm3,pert35m_p3,0.1471
ESM2-35M,casp14,T1033-D1,1,perm3,pert35m_p3,0.1500
ESM2-35M,casp14,T1034-D1,1,perm3,pert35m_p3,0.1613
ESM2-35M,casp14,T1038-D1,1,perm3,pert35m_p3,0.4091
ESM2-35M,casp14,T1038-D2,1,perm3,pert35m_p3,0.8000
ESM2-35M,casp14,T1039-D1,1,perm3,pert35m_p3,0.1875
ESM2-35M,casp14,T1046s1-D1,1,perm3,pert35m_p3,0.1429
ESM2-35M,casp14,T1046s2-D1,1,perm3,pert35m_p3,0.7500
ESM2-35M,casp14,T1049-D1,1,perm3,pert35m_p3,0.3704
ESM2-35M,casp14,T1050-D1,1,perm3,pert35m_p3,0.8281
ESM2-35M,casp14,T1050-D2,1,perm3,pert35m_p3,0.8571
ESM2-35M,casp14,T1050-D3,1,perm3,pert35m_p3,0.7600
ESM2-35M,casp14,T1054-D1,1,perm3,pert35m_p3,0.8571
ESM2-35M,casp14,T1056-D1,1,perm3,pert35m_p3,0.8485
ESM2-35M,casp14,T1057-D1,1,perm3,pert35m_p3,0.7021
ESM2-35M,casp14,T1064-D1,1,perm3,pert35m_p3,0.5333
ESM2-35M,casp14,T1067-D1,1,perm3,pert35m_p3,0.5909
ESM2-35M,casp14,T1070-D2,1,perm3,pert35m_p3,0.3000
ESM2-35M,casp14,T1073-D1,1,perm3,pert35m_p3,0.7273
ESM2-35M,casp14,T1079-D1,1,perm3,pert35m_p3,0.2333
ESM2-35M,casp14,T1082-D1,1,perm3,pert35m_p3,0.0000
ESM2-35M,casp14,T1089-D1,1,perm3,pert35m_p3,0.8514
ESM2-35M,casp14,T1090-D1,1,perm3,pert35m_p3,0.1026
ESM2-35M,casp14,T1099-D1,1,perm3,pert35m_p3,0.1429
ESM2-35M,casp14,T1024-D1,2,perm3,pert35m_p3,0.3947
ESM2-35M,casp14,T1024-D2,2,perm3,pert35m_p3,0.3333
ESM2-35M,casp14,T1025-D1,2,perm3,pert35m_p3,1.0000
ESM2-35M,casp14,T1026-D1,2,perm3,pert35m_p3,0.0000
ESM2-35M,casp14,T1030-D1,2,perm3,pert35m_p3,0.5000
ESM2-35M,casp14,T1030-D2,2,perm3,pert35m_p3,0.3043
ESM2-35M,casp14,T1031-D1,2,perm3,pert35m_p3,0.0526
ESM2-35M,casp14,T1032-D1,2,perm3,pert35m_p3,0.3824
ESM2-35M,casp14,T1033-D1,2,perm3,pert35m_p3,0.2000
ESM2-35M,casp14,T1034-D1,2,perm3,pert35m_p3,0.2258
ESM2-35M,casp14,T1038-D1,2,perm3,pert35m_p3,0.2273
ESM2-35M,casp14,T1038-D2,2,perm3,pert35m_p3,0.4667
ESM2-35M,casp14,T1039-D1,2,perm3,pert35m_p3,0.2500
ESM2-35M,casp14,T1046s1-D1,2,perm3,pert35m_p3,0.2857
ESM2-35M,casp14,T1046s2-D1,2,perm3,pert35m_p3,0.7143
ESM2-35M,casp14,T1049-D1,2,perm3,pert35m_p3,0.0370
ESM2-35M,casp14,T1050-D1,2,perm3,pert35m_p3,0.7031
ESM2-35M,casp14,T1050-D2,2,perm3,pert35m_p3,0.8571
ESM2-35M,casp14,T1050-D3,2,perm3,pert35m_p3,0.8400
ESM2-35M,casp14,T1054-D1,2,perm3,pert35m_p3,0.6429
ESM2-35M,casp14,T1056-D1,2,perm3,pert35m_p3,0.7273
ESM2-35M,casp14,T1057-D1,2,perm3,pert35m_p3,0.7447
ESM2-35M,casp14,T1064-D1,2,perm3,pert35m_p3,0.2000
ESM2-35M,casp14,T1067-D1,2,perm3,pert35m_p3,0.3864
ESM2-35M,casp14,T1070-D2,2,perm3,pert35m_p3,0.1000
ESM2-35M,casp14,T1073-D1,2,perm3,pert35m_p3,0.7273
ESM2-35M,casp14,T1079-D1,2,perm3,pert35m_p3,0.2222
ESM2-35M,casp14,T1082-D1,2,perm3,pert35m_p3,0.1429
ESM2-35M,casp14,T1089-D1,2,perm3,pert35m_p3,0.8378
ESM2-35M,casp14,T1090-D1,2,perm3,pert35m_p3,0.1026
ESM2-35M,casp14,T1099-D1,2,perm3,pert35m_p3,0.0857
ESM2-35M,casp14,T1024-D1,0,perm4,pert35m_p4,0.4737
ESM2-35M,casp14,T1024-D2,0,perm4,pert35m_p4,0.1795
ESM2-35M,casp14,T1025-D1,0,perm4,pert35m_p4,0.9216
ESM2-35M,casp14,T1026-D1,0,perm4,pert35m_p4,0.3448
ESM2-35M,casp14,T1030-D1,0,perm4,pert35m_p4,0.5000
ESM2-35M,casp14,T1030-D2,0,perm4,pert35m_p4,0.3043
ESM2-35M,casp14,T1031-D1,0,perm4,pert35m_p4,0.2105
ESM2-35M,casp14,T1032-D1,0,perm4,pert35m_p4,0.3235
ESM2-35M,casp14,T1033-D1,0,perm4,pert35m_p4,0.3000
ESM2-35M,casp14,T1034-D1,0,perm4,pert35m_p4,0.1935
ESM2-35M,casp14,T1038-D1,0,perm4,pert35m_p4,0.1364
ESM2-35M,casp14,T1038-D2,0,perm4,pert35m_p4,0.4667
ESM2-35M,casp14,T1039-D1,0,perm4,pert35m_p4,0.0938
ESM2-35M,casp14,T1046s1-D1,0,perm4,pert35m_p4,0.5000
ESM2-35M,casp14,T1046s2-D1,0,perm4,pert35m_p4,0.7857
ESM2-35M,casp14,T1049-D1,0,perm4,pert35m_p4,0.0741
ESM2-35M,casp14,T1050-D1,0,perm4,pert35m_p4,0.7656
ESM2-35M,casp14,T1050-D2,0,perm4,pert35m_p4,0.8889
ESM2-35M,casp14,T1050-D3,0,perm4,pert35m_p4,0.8400
ESM2-35M,casp14,T1054-D1,0,perm4,pert35m_p4,0.6786
ESM2-35M,casp14,T1056-D1,0,perm4,pert35m_p4,0.6061
ESM2-35M,casp14,T1057-D1,0,perm4,pert35m_p4,0.7872
ESM2-35M,casp14,T1064-D1,0,perm4,pert35m_p4,0.2667
ESM2-35M,casp14,T1067-D1,0,perm4,pert35m_p4,0.4545
ESM2-35M,casp14,T1070-D2,0,perm4,pert35m_p4,0.2500
ESM2-35M,casp14,T1073-D1,0,perm4,pert35m_p4,0.3636
ESM2-35M,casp14,T1079-D1,0,perm4,pert35m_p4,0.2333
ESM2-35M,casp14,T1082-D1,0,perm4,pert35m_p4,0.0714
ESM2-35M,casp14,T1089-D1,0,perm4,pert35m_p4,0.7568
ESM2-35M,casp14,T1090-D1,0,perm4,pert35m_p4,0.4103
ESM2-35M,casp14,T1099-D1,0,perm4,pert35m_p4,0.0857
ESM2-35M,casp14,T1024-D1,1,perm4,pert35m_p4,0.5000
ESM2-35M,casp14,T1024-D2,1,perm4,pert35m_p4,0.4872
ESM2-35M,casp14,T1025-D1,1,perm4,pert35m_p4,1.0000
ESM2-35M,casp14,T1026-D1,1,perm4,pert35m_p4,0.0690
ESM2-35M,casp14,T1030-D1,1,perm4,pert35m_p4,0.5333
ESM2-35M,casp14,T1030-D2,1,perm4,pert35m_p4,0.1304
ESM2-35M,casp14,T1031-D1,1,perm4,pert35m_p4,0.1579
ESM2-35M,casp14,T1032-D1,1,perm4,pert35m_p4,0.1765
ESM2-35M,casp14,T1033-D1,1,perm4,pert35m_p4,0.0500
ESM2-35M,casp14,T1034-D1,1,perm4,pert35m_p4,0.1935
ESM2-35M,casp14,T1038-D1,1,perm4,pert35m_p4,0.5000
ESM2-35M,casp14,T1038-D2,1,perm4,pert35m_p4,0.5333
ESM2-35M,casp14,T1039-D1,1,perm4,pert35m_p4,0.1250
ESM2-35M,casp14,T1046s1-D1,1,perm4,pert35m_p4,0.0714
ESM2-35M,casp14,T1046s2-D1,1,perm4,pert35m_p4,0.6786
ESM2-35M,casp14,T1049-D1,1,perm4,pert35m_p4,0.1111
ESM2-35M,casp14,T1050-D1,1,perm4,pert35m_p4,0.8438
ESM2-35M,casp14,T1050-D2,1,perm4,pert35m_p4,0.9206
ESM2-35M,casp14,T1050-D3,1,perm4,pert35m_p4,0.7600
ESM2-35M,casp14,T1054-D1,1,perm4,pert35m_p4,0.7857
ESM2-35M,casp14,T1056-D1,1,perm4,pert35m_p4,0.7879
ESM2-35M,casp14,T1057-D1,1,perm4,pert35m_p4,0.6383
ESM2-35M,casp14,T1064-D1,1,perm4,pert35m_p4,0.0000
ESM2-35M,casp14,T1067-D1,1,perm4,pert35m_p4,0.4545
ESM2-35M,casp14,T1070-D2,1,perm4,pert35m_p4,0.0000
ESM2-35M,casp14,T1073-D1,1,perm4,pert35m_p4,0.6364
ESM2-35M,casp14,T1079-D1,1,perm4,pert35m_p4,0.0667
ESM2-35M,casp14,T1082-D1,1,perm4,pert35m_p4,0.0714
ESM2-35M,casp14,T1089-D1,1,perm4,pert35m_p4,0.8919
ESM2-35M,casp14,T1090-D1,1,perm4,pert35m_p4,0.1026
ESM2-35M,casp14,T1099-D1,1,perm4,pert35m_p4,0.1714
ESM2-35M,casp14,T1024-D1,2,perm4,pert35m_p4,0.3684
ESM2-35M,casp14,T1024-D2,2,perm4,pert35m_p4,0.2564
ESM2-35M,casp14,T1025-D1,2,perm4,pert35m_p4,0.9608
ESM2-35M,casp14,T1026-D1,2,perm4,pert35m_p4,0.0345
ESM2-35M,casp14,T1030-D1,2,perm4,pert35m_p4,0.5667
ESM2-35M,casp14,T1030-D2,2,perm4,pert35m_p4,0.3043
ESM2-35M,casp14,T1031-D1,2,perm4,pert35m_p4,0.1579
ESM2-35M,casp14,T1032-D1,2,perm4,pert35m_p4,0.5000
ESM2-35M,casp14,T1033-D1,2,perm4,pert35m_p4,0.1000
ESM2-35M,casp14,T1034-D1,2,perm4,pert35m_p4,0.2581
ESM2-35M,casp14,T1038-D1,2,perm4,pert35m_p4,0.6364
ESM2-35M,casp14,T1038-D2,2,perm4,pert35m_p4,0.6667
ESM2-35M,casp14,T1039-D1,2,perm4,pert35m_p4,0.1562
ESM2-35M,casp14,T1046s1-D1,2,perm4,pert35m_p4,0.5000
ESM2-35M,casp14,T1046s2-D1,2,perm4,pert35m_p4,0.6429
ESM2-35M,casp14,T1049-D1,2,perm4,pert35m_p4,0.2963
ESM2-35M,casp14,T1050-D1,2,perm4,pert35m_p4,0.7812
ESM2-35M,casp14,T1050-D2,2,perm4,pert35m_p4,0.8730
ESM2-35M,casp14,T1050-D3,2,perm4,pert35m_p4,0.9200
ESM2-35M,casp14,T1054-D1,2,perm4,pert35m_p4,0.7500
ESM2-35M,casp14,T1056-D1,2,perm4,pert35m_p4,0.7576
ESM2-35M,casp14,T1057-D1,2,perm4,pert35m_p4,0.7021
ESM2-35M,casp14,T1064-D1,2,perm4,pert35m_p4,0.1333
ESM2-35M,casp14,T1067-D1,2,perm4,pert35m_p4,0.3636
ESM2-35M,casp14,T1070-D2,2,perm4,pert35m_p4,0.0500
ESM2-35M,casp14,T1073-D1,2,perm4,pert35m_p4,0.4545
ESM2-35M,casp14,T1079-D1,2,perm4,pert35m_p4,0.1778
ESM2-35M,casp14,T1082-D1,2,perm4,pert35m_p4,0.0714
ESM2-35M,casp14,T1089-D1,2,perm4,pert35m_p4,0.8784
ESM2-35M,casp14,T1090-D1,2,perm4,pert35m_p4,0.2564
ESM2-35M,casp14,T1099-D1,2,perm4,pert35m_p4,0.0857
ESM2-35M,casp15,T1104-D1,0,real,phys35m,0.0435
ESM2-35M,casp15,T1106s1-D1,0,real,phys35m,0.0000
ESM2-35M,casp15,T1106s2-D1,0,real,phys35m,0.9091
ESM2-35M,casp15,T1109-D1,0,real,phys35m,0.8095
ESM2-35M,casp15,T1119-D1,0,real,phys35m,0.0000
ESM2-35M,casp15,T1120-D1,0,real,phys35m,0.3478
ESM2-35M,casp15,T1120-D2,0,real,phys35m,0.1818
ESM2-35M,casp15,T1121-D1,0,real,phys35m,0.0769
ESM2-35M,casp15,T1121-D2,0,real,phys35m,0.7576
ESM2-35M,casp15,T1123-D1,0,real,phys35m,0.3095
ESM2-35M,casp15,T1124-D1,0,real,phys35m,0.8533
ESM2-35M,casp15,T1133-D1,0,real,phys35m,0.8765
ESM2-35M,casp15,T1137s1-D1,0,real,phys35m,0.5333
ESM2-35M,casp15,T1137s1-D2,0,real,phys35m,0.0000
ESM2-35M,casp15,T1137s2-D1,0,real,phys35m,0.4828
ESM2-35M,casp15,T1137s2-D2,0,real,phys35m,0.0000
ESM2-35M,casp15,T1137s3-D1,0,real,phys35m,0.3793
ESM2-35M,casp15,T1137s3-D2,0,real,phys35m,0.0000
ESM2-35M,casp15,T1137s4-D1,0,real,phys35m,0.5652
ESM2-35M,casp15,T1137s4-D2,0,real,phys35m,0.0000
ESM2-35M,casp15,T1137s4-D3,0,real,phys35m,0.4286
ESM2-35M,casp15,T1137s5-D1,0,real,phys35m,0.4444
ESM2-35M,casp15,T1137s5-D2,0,real,phys35m,0.0000
ESM2-35M,casp15,T1137s6-D1,0,real,phys35m,0.5000
ESM2-35M,casp15,T1137s6-D2,0,real,phys35m,0.0000
ESM2-35M,casp15,T1137s7-D1,0,real,phys35m,0.7667
ESM2-35M,casp15,T1137s8-D1,0,real,phys35m,0.0200
ESM2-35M,casp15,T1137s9-D1,0,real,phys35m,0.0755
ESM2-35M,casp15,T1139-D1,0,real,phys35m,0.8475
ESM2-35M,casp15,T1145-D1,0,real,phys35m,0.1579
ESM2-35M,casp15,T1150-D1,0,real,phys35m,0.2319
ESM2-35M,casp15,T1157s1-D2,0,real,phys35m,0.0909
ESM2-35M,casp15,T1157s1-D3,0,real,phys35m,0.2609
ESM2-35M,casp15,T1157s2-D1,0,real,phys35m,0.6190
ESM2-35M,casp15,T1157s2-D2,0,real,phys35m,0.6279
ESM2-35M,casp15,T1157s2-D3,0,real,phys35m,0.5714
ESM2-35M,casp15,T1170-D1,0,real,phys35m,0.5833
ESM2-35M,casp15,T1170-D2,0,real,phys35m,0.4286
ESM2-35M,casp15,T1180-D1,0,real,phys35m,0.8421
ESM2-35M,casp15,T1187-D1,0,real,phys35m,0.8438
ESM2-35M,casp15,T1194-D1,0,real,phys35m,0.0625
ESM2-35M,casp15,T1104-D1,1,real,phys35m,0.3043
ESM2-35M,casp15,T1106s1-D1,1,real,phys35m,0.0000
ESM2-35M,casp15,T1106s2-D1,1,real,phys35m,0.7727
ESM2-35M,casp15,T1109-D1,1,real,phys35m,0.8095
ESM2-35M,casp15,T1119-D1,1,real,phys35m,0.0000
ESM2-35M,casp15,T1120-D1,1,real,phys35m,0.1739
ESM2-35M,casp15,T1120-D2,1,real,phys35m,0.0000
ESM2-35M,casp15,T1121-D1,1,real,phys35m,0.0256
ESM2-35M,casp15,T1121-D2,1,real,phys35m,0.8182
ESM2-35M,casp15,T1123-D1,1,real,phys35m,0.2143
ESM2-35M,casp15,T1124-D1,1,real,phys35m,0.8667
ESM2-35M,casp15,T1133-D1,1,real,phys35m,0.9136
ESM2-35M,casp15,T1137s1-D1,1,real,phys35m,0.7333
ESM2-35M,casp15,T1137s1-D2,1,real,phys35m,0.0000
ESM2-35M,casp15,T1137s2-D1,1,real,phys35m,0.2414
ESM2-35M,casp15,T1137s2-D2,1,real,phys35m,0.0000
ESM2-35M,casp15,T1137s3-D1,1,real,phys35m,0.4138
ESM2-35M,casp15,T1137s3-D2,1,real,phys35m,0.0000
ESM2-35M,casp15,T1137s4-D1,1,real,phys35m,0.4783
ESM2-35M,casp15,T1137s4-D2,1,real,phys35m,0.0000
ESM2-35M,casp15,T1137s4-D3,1,real,phys35m,0.0000
ESM2-35M,casp15,T1137s5-D1,1,real,phys35m,0.5556
ESM2-35M,casp15,T1137s5-D2,1,real,phys35m,0.0000
ESM2-35M,casp15,T1137s6-D1,1,real,phys35m,0.5333
ESM2-35M,casp15,T1137s6-D2,1,real,phys35m,0.0000
ESM2-35M,casp15,T1137s7-D1,1,real,phys35m,0.6500
ESM2-35M,casp15,T1137s8-D1,1,real,phys35m,0.0600
ESM2-35M,casp15,T1137s9-D1,1,real,phys35m,0.0377
ESM2-35M,casp15,T1139-D1,1,real,phys35m,1.0000
ESM2-35M,casp15,T1145-D1,1,real,phys35m,0.0526
ESM2-35M,casp15,T1150-D1,1,real,phys35m,0.3478
ESM2-35M,casp15,T1157s1-D2,1,real,phys35m,0.0455
ESM2-35M,casp15,T1157s1-D3,1,real,phys35m,0.4783
ESM2-35M,casp15,T1157s2-D1,1,real,phys35m,0.6667
ESM2-35M,casp15,T1157s2-D2,1,real,phys35m,0.8605
ESM2-35M,casp15,T1157s2-D3,1,real,phys35m,0.8929
ESM2-35M,casp15,T1170-D1,1,real,phys35m,0.6667
ESM2-35M,casp15,T1170-D2,1,real,phys35m,0.2143
ESM2-35M,casp15,T1180-D1,1,real,phys35m,0.7895
ESM2-35M,casp15,T1187-D1,1,real,phys35m,0.6875
ESM2-35M,casp15,T1194-D1,1,real,phys35m,0.2812
ESM2-35M,casp15,T1104-D1,2,real,phys35m,0.1304
ESM2-35M,casp15,T1106s1-D1,2,real,phys35m,0.2143
ESM2-35M,casp15,T1106s2-D1,2,real,phys35m,0.9091
ESM2-35M,casp15,T1109-D1,2,real,phys35m,0.7857
ESM2-35M,casp15,T1119-D1,2,real,phys35m,0.0000
ESM2-35M,casp15,T1120-D1,2,real,phys35m,0.1304
ESM2-35M,casp15,T1120-D2,2,real,phys35m,0.2273
ESM2-35M,casp15,T1121-D1,2,real,phys35m,0.0769
ESM2-35M,casp15,T1121-D2,2,real,phys35m,0.6364
ESM2-35M,casp15,T1123-D1,2,real,phys35m,0.1429
ESM2-35M,casp15,T1124-D1,2,real,phys35m,0.9333
ESM2-35M,casp15,T1133-D1,2,real,phys35m,0.9259
ESM2-35M,casp15,T1137s1-D1,2,real,phys35m,0.6000
ESM2-35M,casp15,T1137s1-D2,2,real,phys35m,0.0000
ESM2-35M,casp15,T1137s2-D1,2,real,phys35m,0.5172
ESM2-35M,casp15,T1137s2-D2,2,real,phys35m,0.2368
ESM2-35M,casp15,T1137s3-D1,2,real,phys35m,0.2069
ESM2-35M,casp15,T1137s3-D2,2,real,phys35m,0.0000
ESM2-35M,casp15,T1137s4-D1,2,real,phys35m,0.6087
ESM2-35M,casp15,T1137s4-D2,2,real,phys35m,0.0000
ESM2-35M,casp15,T1137s4-D3,2,real,phys35m,0.1429
ESM2-35M,casp15,T1137s5-D1,2,real,phys35m,0.4444
ESM2-35M,casp15,T1137s5-D2,2,real,phys35m,0.0000
ESM2-35M,casp15,T1137s6-D1,2,real,phys35m,0.5000
ESM2-35M,casp15,T1137s6-D2,2,real,phys35m,0.0000
ESM2-35M,casp15,T1137s7-D1,2,real,phys35m,0.7500
ESM2-35M,casp15,T1137s8-D1,2,real,phys35m,0.0800
ESM2-35M,casp15,T1137s9-D1,2,real,phys35m,0.0566
ESM2-35M,casp15,T1139-D1,2,real,phys35m,0.8814
ESM2-35M,casp15,T1145-D1,2,real,phys35m,0.2105
ESM2-35M,casp15,T1150-D1,2,real,phys35m,0.3188
ESM2-35M,casp15,T1157s1-D2,2,real,phys35m,0.3636
ESM2-35M,casp15,T1157s1-D3,2,real,phys35m,0.3478
ESM2-35M,casp15,T1157s2-D1,2,real,phys35m,0.5714
ESM2-35M,casp15,T1157s2-D2,2,real,phys35m,0.7674
ESM2-35M,casp15,T1157s2-D3,2,real,phys35m,0.6786
ESM2-35M,casp15,T1170-D1,2,real,phys35m,0.5208
ESM2-35M,casp15,T1170-D2,2,real,phys35m,0.3571
ESM2-35M,casp15,T1180-D1,2,real,phys35m,0.8289
ESM2-35M,casp15,T1187-D1,2,real,phys35m,0.5312
ESM2-35M,casp15,T1194-D1,2,real,phys35m,0.1250
ESM2-35M,casp15,T1104-D1,0,perm0,pert35m_p0,0.3043
ESM2-35M,casp15,T1106s1-D1,0,perm0,pert35m_p0,0.1429
ESM2-35M,casp15,T1106s2-D1,0,perm0,pert35m_p0,0.9545
ESM2-35M,casp15,T1109-D1,0,perm0,pert35m_p0,0.8571
ESM2-35M,casp15,T1119-D1,0,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1120-D1,0,perm0,pert35m_p0,0.1739
ESM2-35M,casp15,T1120-D2,0,perm0,pert35m_p0,0.0909
ESM2-35M,casp15,T1121-D1,0,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1121-D2,0,perm0,pert35m_p0,0.7879
ESM2-35M,casp15,T1123-D1,0,perm0,pert35m_p0,0.3810
ESM2-35M,casp15,T1124-D1,0,perm0,pert35m_p0,0.8933
ESM2-35M,casp15,T1133-D1,0,perm0,pert35m_p0,0.8025
ESM2-35M,casp15,T1137s1-D1,0,perm0,pert35m_p0,0.4667
ESM2-35M,casp15,T1137s1-D2,0,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s2-D1,0,perm0,pert35m_p0,0.4483
ESM2-35M,casp15,T1137s2-D2,0,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s3-D1,0,perm0,pert35m_p0,0.2414
ESM2-35M,casp15,T1137s3-D2,0,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s4-D1,0,perm0,pert35m_p0,0.4783
ESM2-35M,casp15,T1137s4-D2,0,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s4-D3,0,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s5-D1,0,perm0,pert35m_p0,0.3333
ESM2-35M,casp15,T1137s5-D2,0,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s6-D1,0,perm0,pert35m_p0,0.2667
ESM2-35M,casp15,T1137s6-D2,0,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s7-D1,0,perm0,pert35m_p0,0.7500
ESM2-35M,casp15,T1137s8-D1,0,perm0,pert35m_p0,0.1000
ESM2-35M,casp15,T1137s9-D1,0,perm0,pert35m_p0,0.0566
ESM2-35M,casp15,T1139-D1,0,perm0,pert35m_p0,0.9661
ESM2-35M,casp15,T1145-D1,0,perm0,pert35m_p0,0.1579
ESM2-35M,casp15,T1150-D1,0,perm0,pert35m_p0,0.3043
ESM2-35M,casp15,T1157s1-D2,0,perm0,pert35m_p0,0.0909
ESM2-35M,casp15,T1157s1-D3,0,perm0,pert35m_p0,0.2174
ESM2-35M,casp15,T1157s2-D1,0,perm0,pert35m_p0,0.6667
ESM2-35M,casp15,T1157s2-D2,0,perm0,pert35m_p0,0.8140
ESM2-35M,casp15,T1157s2-D3,0,perm0,pert35m_p0,0.7857
ESM2-35M,casp15,T1170-D1,0,perm0,pert35m_p0,0.5208
ESM2-35M,casp15,T1170-D2,0,perm0,pert35m_p0,0.6429
ESM2-35M,casp15,T1180-D1,0,perm0,pert35m_p0,0.8026
ESM2-35M,casp15,T1187-D1,0,perm0,pert35m_p0,0.7188
ESM2-35M,casp15,T1194-D1,0,perm0,pert35m_p0,0.1875
ESM2-35M,casp15,T1104-D1,1,perm0,pert35m_p0,0.2174
ESM2-35M,casp15,T1106s1-D1,1,perm0,pert35m_p0,0.2857
ESM2-35M,casp15,T1106s2-D1,1,perm0,pert35m_p0,0.8636
ESM2-35M,casp15,T1109-D1,1,perm0,pert35m_p0,0.7619
ESM2-35M,casp15,T1119-D1,1,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1120-D1,1,perm0,pert35m_p0,0.3478
ESM2-35M,casp15,T1120-D2,1,perm0,pert35m_p0,0.0909
ESM2-35M,casp15,T1121-D1,1,perm0,pert35m_p0,0.0513
ESM2-35M,casp15,T1121-D2,1,perm0,pert35m_p0,0.7879
ESM2-35M,casp15,T1123-D1,1,perm0,pert35m_p0,0.2857
ESM2-35M,casp15,T1124-D1,1,perm0,pert35m_p0,0.9467
ESM2-35M,casp15,T1133-D1,1,perm0,pert35m_p0,0.8765
ESM2-35M,casp15,T1137s1-D1,1,perm0,pert35m_p0,0.7000
ESM2-35M,casp15,T1137s1-D2,1,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s2-D1,1,perm0,pert35m_p0,0.4138
ESM2-35M,casp15,T1137s2-D2,1,perm0,pert35m_p0,0.0263
ESM2-35M,casp15,T1137s3-D1,1,perm0,pert35m_p0,0.4483
ESM2-35M,casp15,T1137s3-D2,1,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s4-D1,1,perm0,pert35m_p0,0.3478
ESM2-35M,casp15,T1137s4-D2,1,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s4-D3,1,perm0,pert35m_p0,0.1429
ESM2-35M,casp15,T1137s5-D1,1,perm0,pert35m_p0,0.6667
ESM2-35M,casp15,T1137s5-D2,1,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s6-D1,1,perm0,pert35m_p0,0.6000
ESM2-35M,casp15,T1137s6-D2,1,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s7-D1,1,perm0,pert35m_p0,0.6333
ESM2-35M,casp15,T1137s8-D1,1,perm0,pert35m_p0,0.0600
ESM2-35M,casp15,T1137s9-D1,1,perm0,pert35m_p0,0.2264
ESM2-35M,casp15,T1139-D1,1,perm0,pert35m_p0,0.9831
ESM2-35M,casp15,T1145-D1,1,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1150-D1,1,perm0,pert35m_p0,0.2319
ESM2-35M,casp15,T1157s1-D2,1,perm0,pert35m_p0,0.3182
